ID,TEMP,HUMIDITY,TOTAL_CLOUD_COVER,L1_CLOUD_HEIGHT,L1_CLOUD_COVER,L2_CLOUD_HEIGHT,L2_CLOUD_COVER,L3_CLOUD_HEIGHT,L3_CLOUD_COVER,L4_CLOUD_HEIGHT,L4_CLOUD_COVER,DEW_POINT,MAX_WIND_SPEED,PRECIPITATION,PRECIPITATION_TYPE,PRESSURE_SEA_LEVEL,PRESSURE_STATION,VISIBILITY,WEATHER_TYPE,AVG_WIND_SPEED,AVG_WIND_DIRECTION,DIFFUSE_RADIATION,GLOBAL_RADIATION,SUNSHINE_DURATION,ZENITH,ELEVATION,AZIMUTH,TIMESTAMP,TARGET
128,16.2,98,8,80,2,2090,7,2500,8,,,16.0,5.3,3.7,6,1008.4,976.7,4900,162,2.7,210,8.7,9.7,0.0,59.79,30.21,89.84,2021-07-06 07:00:00+00:00,3059.3
129,17.2,96,8,3080,2,4070,8,4810,8,,,16.5,7.3,1.6,6,1006.6,975.1,24820,161,3.7,170,35.9,40.6,0.0,50.17,39.83,102.01,2021-07-06 08:00:00+00:00,19492.58
130,17.3,86,7,550,4,920,7,,,,,14.9,13.6,0.0,,1008.3,976.7,64000,123,7.5,200,56.0,62.7,0.0,41.04,48.96,116.63,2021-07-06 09:00:00+00:00,20976.63
131,17.6,79,8,640,2,870,7,5320,8,,,14.0,14.3,0.0,6,1009.0,977.4,68480,123,8.9,220,102.2,117.4,0.03,33.21,56.79,135.67,2021-07-06 10:00:00+00:00,58537.11
132,19.0,70,2,740,1,,,,,,,13.4,14.2,0.0,0,1008.8,977.4,55930,-1,9.0,220,92.1,232.7,0.62,28.1,61.9,161.11,2021-07-06 11:00:00+00:00,97916.91
133,18.9,67,7,930,3,5970,6,7040,7,,,12.7,14.0,0.0,,1009.4,977.9,55780,100,9.1,210,94.3,254.8,0.68,27.43,62.57,191.04,2021-07-06 12:00:00+00:00,87626.62
134,18.8,66,8,4670,4,5260,8,,,,,12.4,14.4,0.0,0,1009.9,978.4,59980,-1,8.0,200,90.7,101.5,0.0,31.51,58.49,218.17,2021-07-06 13:00:00+00:00,49620.47
135,19.5,65,7,1100,2,1480,4,6080,7,,,12.7,14.0,0.0,0,1010.1,978.7,59520,-1,9.1,200,145.4,205.0,0.55,38.79,51.21,238.78,2021-07-06 14:00:00+00:00,70475.29
136,19.7,63,7,1110,1,6440,7,,,,,12.4,13.5,0.0,,1010.4,979.0,47540,-1,8.1,210,118.3,142.5,0.17,47.67,42.33,254.35,2021-07-06 15:00:00+00:00,50096.44
137,19.5,63,7,1100,2,5290,7,6170,7,,,12.2,12.6,0.0,0,1010.8,979.3,55340,-1,7.2,210,104.9,129.4,0.18,57.22,32.78,267.02,2021-07-06 16:00:00+00:00,43700.3
138,19.2,56,8,1940,1,4900,8,,,,,10.3,12.2,0.0,0,1011.2,979.7,51810,-1,7.0,220,51.6,58.2,0.0,66.88,23.12,278.25,2021-07-06 17:00:00+00:00,23930.27
139,18.7,61,8,5540,8,7310,8,,,,,11.1,9.8,0.0,,1011.4,979.8,48950,-1,4.7,220,38.0,44.6,0.03,76.27,13.73,288.96,2021-07-06 18:00:00+00:00,14798.69
140,18.5,71,8,2100,6,6160,8,7790,8,,,13.1,7.8,0.0,0,1011.7,980.1,58040,-1,4.5,200,28.7,37.2,0.32,85.0,5.0,299.78,2021-07-06 19:00:00+00:00,9902.53
141,17.4,75,8,6840,8,,,,,,,12.9,8.1,0.0,0,1012.5,980.8,52780,-1,5.0,190,14.1,17.6,0.27,93.05,-3.05,311.16,2021-07-06 20:00:00+00:00,3484.24
142,16.0,80,8,7440,7,9140,8,10090,8,,,12.5,7.1,0.0,,1013.2,981.3,49990,-1,3.3,200,0.1,0.1,0.0,99.63,-9.63,323.42,2021-07-06 21:00:00+00:00,0.0
143,15.6,85,8,8870,4,9390,7,10000,8,,,13.1,5.3,0.0,0,1013.6,981.7,57070,-1,3.4,210,0.0,0.0,0.0,104.47,-14.47,336.68,2021-07-06 22:00:00+00:00,0.0
144,14.5,92,4,9730,3,10490,4,,,,,13.3,4.9,0.0,0,1014.0,981.9,44830,-1,3.4,220,0.0,0.0,0.0,107.19,-17.19,350.79,2021-07-06 23:00:00+00:00,0.0
145,14.2,95,7,370,7,8950,7,,,,,13.4,3.3,0.0,,1014.5,982.4,44290,-1,2.2,210,0.0,0.0,0.0,107.53,-17.53,5.29,2021-07-07 00:00:00+00:00,0.0
146,13.8,95,8,2400,2,7780,8,,,,,13.1,2.3,0.0,0,1014.6,982.4,38800,-1,1.2,210,0.0,0.0,0.0,105.45,-15.45,19.57,2021-07-07 01:00:00+00:00,0.0
147,13.3,96,7,2500,2,8310,6,9420,7,,,12.7,2.3,0.0,0,1014.6,982.4,33180,-1,1.3,220,0.0,0.0,0.0,101.15,-11.15,33.1,2021-07-07 02:00:00+00:00,0.0
148,13.0,97,5,1990,4,9160,5,,,,,12.5,2.1,0.0,,1014.8,982.5,33870,-1,1.4,210,0.0,0.0,0.0,95.0,-5.0,45.63,2021-07-07 03:00:00+00:00,0.0
149,12.9,96,1,2370,1,,,,,,,12.3,2.3,0.0,0,1015.2,982.9,37090,-1,1.2,230,0.7,0.7,0.0,87.19,2.81,57.23,2021-07-07 04:00:00+00:00,159.93
150,12.8,96,0,,,,,,,,,12.1,2.4,0.0,0,1015.7,983.4,31460,-1,1.6,260,7.8,12.8,0.28,78.75,11.25,68.17,2021-07-07 05:00:00+00:00,3025.43
151,13.7,91,0,,,,,,,,,12.2,3.1,0.0,,1015.9,983.7,36630,-1,1.6,250,20.2,68.0,1.0,69.51,20.49,78.87,2021-07-07 06:00:00+00:00,24145.83
152,16.0,82,0,,,,,,,,,13.0,3.2,0.0,0,1016.4,984.4,38690,-1,1.8,250,32.8,122.8,0.97,59.89,30.11,89.89,2021-07-07 07:00:00+00:00,55004.67
153,17.7,74,0,,,,,,,,,12.9,3.6,0.0,0,1016.2,984.4,47620,-1,1.9,220,43.2,174.6,0.97,50.28,39.72,102.07,2021-07-07 08:00:00+00:00,84825.78
154,18.4,67,0,,,,,,,,,12.2,4.9,0.0,,1016.3,984.6,38420,-1,2.1,240,33.8,242.5,1.0,41.15,48.85,116.69,2021-07-07 09:00:00+00:00,92154.55
155,20.7,59,5,1010,2,1480,4,1840,5,,,12.4,8.4,0.0,0,1016.3,984.8,43600,-1,3.9,210,66.1,284.9,0.92,33.32,56.68,135.7,2021-07-07 10:00:00+00:00,116435.97
156,19.8,62,7,1180,2,1620,5,2030,7,,,12.4,9.1,0.0,0,1016.6,985.0,53310,-1,4.2,210,88.4,154.2,0.32,28.21,61.79,161.09,2021-07-07 11:00:00+00:00,87720.62
157,21.8,58,7,1190,3,1460,4,2320,7,,,13.1,9.9,0.0,,1016.5,985.1,52380,-1,4.1,210,98.0,268.3,0.72,27.53,62.47,190.93,2021-07-07 12:00:00+00:00,55176.44
158,22.0,54,3,2470,3,,,,,,,12.3,9.8,0.0,0,1016.5,985.1,50740,-1,5.2,200,105.1,232.4,0.6,31.59,58.41,218.01,2021-07-07 13:00:00+00:00,70166.54
159,23.7,51,5,1390,1,6940,4,7540,5,,,12.9,8.7,0.0,0,1016.2,985.0,51530,-1,4.8,210,86.5,251.0,0.67,38.85,51.15,238.63,2021-07-07 14:00:00+00:00,95018.99
160,23.5,48,7,1610,1,2770,3,7310,7,,,11.8,7.8,0.0,,1016.3,985.1,56130,-1,4.2,220,86.3,198.5,0.65,47.73,42.27,254.21,2021-07-07 15:00:00+00:00,67057.2
161,23.8,48,5,1780,2,2210,3,2990,5,,,12.1,8.9,0.0,0,1016.4,985.2,34470,-1,4.6,220,83.1,202.7,0.72,57.27,32.73,266.9,2021-07-07 16:00:00+00:00,49173.73
162,22.1,48,2,3070,2,,,,,,,10.5,8.2,0.0,0,1016.6,985.2,53950,-1,4.1,230,36.3,155.7,0.9,66.93,23.07,278.14,2021-07-07 17:00:00+00:00,40767.5
163,22.5,49,2,2890,2,,,,,,,11.3,7.1,0.0,,1016.7,985.4,52470,-1,3.0,240,37.1,88.2,0.65,76.32,13.68,288.86,2021-07-07 18:00:00+00:00,13591.93
164,21.9,50,0,,,,,,,,,10.9,4.6,0.0,0,1017.1,985.7,46380,-1,2.2,240,13.6,48.9,1.0,85.06,4.94,299.68,2021-07-07 19:00:00+00:00,3771.97
165,19.1,65,3,2880,3,,,,,,,12.3,2.4,0.0,0,1017.9,986.2,54730,-1,1.5,260,3.8,6.0,0.15,93.12,-3.12,311.07,2021-07-07 20:00:00+00:00,702.71
166,17.1,75,0,,,,,,,,,12.6,3.5,0.0,,1018.5,986.6,55520,-1,1.7,120,0.0,0.0,0.0,99.71,-9.71,323.34,2021-07-07 21:00:00+00:00,0.0
167,16.6,75,5,3250,4,8360,5,,,,,12.2,2.6,0.0,0,1019.0,987.0,50690,-1,1.6,80,0.0,0.0,0.0,104.57,-14.57,336.61,2021-07-07 22:00:00+00:00,0.0
168,15.8,83,1,3110,1,,,,,,,12.9,2.3,0.0,0,1019.3,987.2,49110,-1,1.5,40,0.0,0.0,0.0,107.3,-17.3,350.74,2021-07-07 23:00:00+00:00,0.0
169,14.5,89,6,7740,6,,,,,,,12.6,2.8,0.0,,1019.6,987.3,44010,-1,1.4,40,0.0,0.0,0.0,107.64,-17.64,5.26,2021-07-08 00:00:00+00:00,0.0
170,14.5,89,7,3010,6,6920,7,,,,,12.8,2.6,0.0,0,1019.5,987.2,41590,-1,1.5,50,0.0,0.0,0.0,105.56,-15.56,19.56,2021-07-08 01:00:00+00:00,0.0
171,14.2,91,8,2380,3,7050,7,8900,8,,,12.8,4.0,0.0,0,1019.5,987.2,36650,-1,1.8,30,0.0,0.0,0.0,101.26,-11.26,33.1,2021-07-08 02:00:00+00:00,0.0
172,13.4,94,8,3110,7,6230,7,9350,8,,,12.5,3.5,0.0,,1019.5,987.1,32300,-1,2.0,30,0.0,0.0,0.0,95.12,-5.12,45.66,2021-07-08 03:00:00+00:00,0.0
173,13.7,93,8,3120,6,6870,8,,,,,12.6,2.3,0.0,0,1019.4,987.1,30730,-1,1.3,40,0.5,0.5,0.0,87.3,2.7,57.27,2021-07-08 04:00:00+00:00,67.31
174,13.6,94,8,4300,8,,,,,,,12.7,2.8,0.0,0,1019.6,987.2,34220,-1,1.6,30,5.1,5.8,0.0,78.86,11.14,68.22,2021-07-08 05:00:00+00:00,2702.73
175,15.3,88,8,4380,8,,,,,,,13.2,2.7,0.0,,1019.9,987.7,33510,-1,1.3,60,36.5,65.1,0.53,69.61,20.39,78.92,2021-07-08 06:00:00+00:00,22216.48
176,16.8,78,8,3250,2,4490,8,,,,,12.9,2.6,0.0,0,1020.1,988.1,44850,-1,1.0,310,74.9,102.6,0.62,60.0,30.0,89.95,2021-07-08 07:00:00+00:00,40664.15
177,17.6,80,8,1540,3,4170,8,,,,,14.0,2.2,0.0,0,1020.1,988.2,39510,-1,1.0,240,70.5,80.8,0.02,50.38,39.62,102.14,2021-07-08 08:00:00+00:00,27313.11
178,17.5,82,7,1580,7,2180,7,2700,7,,,14.4,3.8,0.0,,1020.5,988.6,42990,-1,1.8,220,45.2,50.7,0.0,41.26,48.74,116.75,2021-07-08 09:00:00+00:00,16444.52
179,17.1,84,8,1450,2,2710,7,3450,8,,,14.4,6.2,0.0,6,1020.4,988.4,34640,151,2.6,240,35.6,39.6,0.0,33.44,56.56,135.75,2021-07-08 10:00:00+00:00,18647.2
180,18.1,80,7,1420,3,3130,7,3830,7,,,14.7,2.7,0.0,6,1020.6,988.7,38290,123,1.4,190,69.1,77.7,0.0,28.33,61.67,161.07,2021-07-08 11:00:00+00:00,28644.9
181,17.9,85,7,80,1,1470,7,1690,7,,,15.3,6.0,0.0,,1021.0,989.1,28990,161,2.4,200,48.0,53.9,0.0,27.64,62.36,190.82,2021-07-08 12:00:00+00:00,17317.72
182,16.2,93,7,1770,7,,,,,,,15.1,7.9,1.7,6,1021.3,989.2,10020,161,5.0,210,21.7,24.7,0.0,31.68,58.32,217.86,2021-07-08 13:00:00+00:00,9370.42
183,15.2,90,7,1640,2,2430,7,,,,,13.5,6.7,1.7,6,1022.1,989.8,12520,161,2.5,230,22.0,25.0,0.0,38.92,51.08,238.47,2021-07-08 14:00:00+00:00,12883.22
184,14.8,93,4,50,1,2490,4,,,,,13.6,2.8,1.5,,1021.6,989.3,17420,161,1.5,120,28.9,32.7,0.0,47.79,42.21,254.07,2021-07-08 15:00:00+00:00,15451.58
185,15.7,93,8,60,1,2500,8,,,,,14.6,2.9,0.7,6,1021.2,989.0,14960,161,1.3,80,38.9,44.2,0.0,57.33,32.67,266.77,2021-07-08 16:00:00+00:00,22198.27
186,16.9,87,6,230,2,4190,5,5170,6,,,14.7,2.6,0.1,6,1020.5,988.5,47940,123,1.3,340,77.5,118.5,0.37,66.99,23.01,278.03,2021-07-08 17:00:00+00:00,35965.54
187,16.9,84,7,2690,7,,,,,,,14.2,2.1,0.0,,1021.1,989.1,44240,100,1.0,360,39.0,56.3,0.22,76.39,13.61,288.75,2021-07-08 18:00:00+00:00,18433.89
188,16.1,91,7,3210,7,3780,7,7780,7,,,14.6,2.1,0.0,0,1020.9,988.8,29190,-1,1.1,140,25.3,30.9,0.13,85.13,4.87,299.58,2021-07-08 19:00:00+00:00,7712.64
189,15.8,93,8,3170,8,3890,8,,,,,14.6,2.7,0.0,0,1021.3,989.2,23930,-1,1.4,280,4.8,5.6,0.0,93.2,-3.2,310.98,2021-07-08 20:00:00+00:00,1168.31
190,15.0,96,8,2840,7,3540,8,,,,,14.4,2.2,0.0,,1022.1,989.8,21500,-1,1.2,200,0.1,0.1,0.0,99.8,-9.8,323.25,2021-07-08 21:00:00+00:00,0.0
191,14.9,97,5,3150,2,7690,5,,,,,14.5,2.2,0.0,0,1021.9,989.6,9170,100,1.1,180,0.0,0.0,0.0,104.67,-14.67,336.54,2021-07-08 22:00:00+00:00,0.0
192,14.6,99,8,10,7,7620,8,,,,,14.4,3.7,0.0,0,1021.9,989.6,190,130,1.7,200,0.0,0.0,0.0,107.41,-17.41,350.69,2021-07-08 23:00:00+00:00,0.0
193,13.6,98,7,40,1,8390,7,8970,7,,,13.3,3.0,0.0,,1022.1,989.7,2830,120,1.5,190,0.0,0.0,0.0,107.76,-17.76,5.23,2021-07-09 00:00:00+00:00,0.0
194,13.6,98,8,2790,4,3330,8,,,,,13.2,2.3,0.0,0,1021.9,989.5,12670,100,1.1,140,0.0,0.0,0.0,105.68,-15.68,19.55,2021-07-09 01:00:00+00:00,0.0
195,13.8,99,8,10,7,2650,8,,,,,13.7,4.1,0.0,0,1021.7,989.3,1280,120,2.0,220,0.0,0.0,0.0,101.39,-11.39,33.12,2021-07-09 02:00:00+00:00,0.0
196,13.5,99,8,10,2,2940,8,,,,,13.3,2.0,0.0,,1021.7,989.3,280,130,1.3,190,0.0,0.0,0.0,95.24,-5.24,45.69,2021-07-09 03:00:00+00:00,0.0
197,13.5,99,8,10,7,3250,8,,,,,13.3,3.8,0.0,0,1021.7,989.3,120,130,2.1,220,0.5,0.7,0.0,87.41,2.59,57.31,2021-07-09 04:00:00+00:00,7.33
198,13.3,99,8,10,8,3360,8,,,,,13.1,3.0,0.0,0,1022.1,989.6,110,130,1.8,230,6.5,7.4,0.0,78.97,11.03,68.27,2021-07-09 05:00:00+00:00,3067.72
199,13.2,99,8,10,8,,,,,,,13.0,3.1,0.0,,1022.2,989.7,70,130,1.8,230,21.9,25.0,0.0,69.72,20.28,78.98,2021-07-09 06:00:00+00:00,10398.95
200,15.2,90,2,370,2,,,,,,,13.5,2.2,0.0,0,1022.4,990.1,15680,120,1.4,200,52.4,89.1,0.55,60.11,29.89,90.02,2021-07-09 07:00:00+00:00,39460.52
201,16.5,87,7,330,6,480,7,,,,,14.4,2.1,0.0,0,1022.4,990.3,15460,100,1.1,180,74.3,84.6,0.02,50.5,39.5,102.21,2021-07-09 08:00:00+00:00,27308.06
202,18.2,81,7,330,6,770,6,2310,7,,,14.9,2.8,0.0,,1022.1,990.2,15870,100,1.2,210,83.4,109.8,0.15,41.38,48.62,116.82,2021-07-09 09:00:00+00:00,48167.16
203,19.9,72,6,540,2,2190,6,2980,6,,,14.7,4.9,0.0,0,1021.6,989.9,24330,-1,2.2,190,132.4,229.5,0.62,33.56,56.44,135.8,2021-07-09 10:00:00+00:00,77349.52
204,18.8,80,8,2750,8,,,,,,,15.2,5.0,0.3,6,1021.7,989.9,18480,123,2.3,240,67.4,76.7,0.02,28.45,61.55,161.05,2021-07-09 11:00:00+00:00,32963.3
205,19.9,73,6,780,1,2160,3,3050,6,,,15.0,3.7,0.0,,1021.4,989.7,26280,100,1.7,190,142.6,204.9,0.28,27.75,62.25,190.72,2021-07-09 12:00:00+00:00,86538.38
206,18.9,75,8,740,1,1850,3,2870,8,,,14.4,7.2,0.0,6,1021.3,989.5,31030,123,2.3,310,80.6,90.5,0.0,31.77,58.23,217.7,2021-07-09 13:00:00+00:00,34845.58
207,18.1,79,7,1470,3,2080,7,3320,7,,,14.3,8.8,0.0,6,1021.6,989.7,44860,123,4.1,40,72.6,81.9,0.0,39.0,51.0,238.31,2021-07-09 14:00:00+00:00,48805.31
208,19.8,73,7,1210,1,3460,7,,,,,14.8,4.2,0.0,,1021.1,989.4,37520,100,2.2,30,112.8,170.6,0.42,47.86,42.14,253.93,2021-07-09 15:00:00+00:00,67262.15
209,19.3,76,8,1450,1,2920,8,,,,,15.0,3.8,0.0,0,1021.0,989.2,36140,-1,2.0,30,70.2,85.1,0.07,57.39,32.61,266.64,2021-07-09 16:00:00+00:00,19995.19
210,19.4,78,8,2810,7,3300,8,,,,,15.4,3.6,0.0,0,1020.4,988.7,33850,-1,2.0,40,45.7,50.9,0.0,67.06,22.94,277.91,2021-07-09 17:00:00+00:00,23998.0
211,20.3,69,0,,,,,,,,,14.4,2.7,0.0,,1020.2,988.6,49710,100,1.6,60,34.8,82.1,0.83,76.45,13.55,288.64,2021-07-09 18:00:00+00:00,16358.87
212,17.9,81,0,,,,,,,,,14.6,3.9,0.0,0,1020.6,988.7,38880,-1,2.3,20,15.8,26.6,0.35,85.2,4.8,299.48,2021-07-09 19:00:00+00:00,4429.09
213,17.1,85,7,1450,1,3240,7,,,,,14.6,3.9,0.0,0,1020.9,988.9,35080,-1,2.4,40,3.9,4.2,0.0,93.29,-3.29,310.88,2021-07-09 20:00:00+00:00,1166.01
214,16.2,91,4,1500,1,3170,4,,,,,14.7,3.7,0.0,,1021.1,989.0,23590,-1,2.0,30,0.0,0.0,0.0,99.9,-9.9,323.17,2021-07-09 21:00:00+00:00,0.0
215,15.8,92,6,3060,5,9110,6,,,,,14.5,2.8,0.0,0,1021.0,988.9,24330,100,1.4,70,0.0,0.0,0.0,104.78,-14.78,336.47,2021-07-09 22:00:00+00:00,0.0
216,14.9,95,7,2980,7,,,,,,,14.1,1.9,0.0,0,1020.8,988.6,15870,-1,1.0,90,0.0,0.0,0.0,107.53,-17.53,350.64,2021-07-09 23:00:00+00:00,0.0
217,14.1,97,1,8030,1,,,,,,,13.7,1.8,0.0,,1020.7,988.4,6250,110,0.9,20,0.0,0.0,0.0,107.89,-17.89,5.21,2021-07-10 00:00:00+00:00,0.0
218,13.6,99,7,10,6,2820,7,,,,,13.4,2.9,0.0,0,1020.3,987.9,2710,120,1.8,30,0.0,0.0,0.0,105.81,-15.81,19.55,2021-07-10 01:00:00+00:00,0.0
219,14.0,99,8,10,8,2800,8,,,,,13.8,2.9,0.0,0,1019.7,987.4,300,130,1.4,30,0.0,0.0,0.0,101.51,-11.51,33.13,2021-07-10 02:00:00+00:00,0.0
220,13.9,99,8,10,8,2670,8,,,,,13.8,2.7,0.0,,1019.4,987.1,300,130,1.4,30,0.0,0.0,0.0,95.36,-5.36,45.72,2021-07-10 03:00:00+00:00,0.0
221,14.0,99,8,10,8,,,,,,,13.9,3.6,0.0,0,1019.1,986.8,110,130,1.6,20,0.9,1.1,0.0,87.52,2.48,57.36,2021-07-10 04:00:00+00:00,756.74
222,13.7,99,8,10,8,,,,,,,13.6,2.1,0.0,0,1019.0,986.7,110,130,1.1,50,9.6,10.8,0.0,79.09,10.91,68.33,2021-07-10 05:00:00+00:00,5483.52
223,13.9,99,8,10,8,,,,,,,13.7,1.3,0.0,,1019.0,986.7,140,130,0.7,150,27.5,30.8,0.0,69.84,20.16,79.05,2021-07-10 06:00:00+00:00,15380.97
224,14.6,98,8,10,8,,,,,,,14.3,1.4,0.0,0,1018.8,986.6,230,130,0.7,140,46.1,51.5,0.0,60.22,29.78,90.09,2021-07-10 07:00:00+00:00,31276.02
225,16.1,91,6,80,5,6890,6,,,,,14.6,1.6,0.0,0,1018.3,986.3,10740,120,0.8,30,78.7,95.4,0.17,50.61,39.39,102.29,2021-07-10 08:00:00+00:00,55190.68
226,19.2,76,7,2430,1,5680,7,6200,7,,,14.8,2.3,0.0,,1017.5,985.8,29110,100,1.1,340,99.3,177.6,1.0,41.49,48.51,116.9,2021-07-10 09:00:00+00:00,75733.61
227,20.7,61,8,5360,6,6280,8,,,,,13.0,3.2,0.0,0,1017.1,985.6,46360,-1,1.3,250,136.3,210.4,0.73,33.69,56.31,135.85,2021-07-10 10:00:00+00:00,83942.29
228,22.0,61,7,260,1,2380,5,7010,7,,,14.1,3.6,0.0,0,1016.3,985.0,72170,-1,1.7,260,128.7,191.9,0.63,28.58,61.42,161.04,2021-07-10 11:00:00+00:00,59328.62
229,23.0,51,7,2280,3,7390,7,,,,,12.2,4.2,0.0,,1015.6,984.4,75000,100,1.9,220,117.2,244.5,0.52,27.87,62.13,190.61,2021-07-10 12:00:00+00:00,90017.31
230,22.9,53,8,1420,2,4070,4,7270,8,,,12.7,4.7,0.0,0,1014.9,983.7,63570,-1,2.0,250,129.1,231.6,0.63,31.87,58.13,217.54,2021-07-10 13:00:00+00:00,95855.02
231,23.6,46,8,1660,4,3930,7,6950,8,,,11.2,5.5,0.0,0,1014.5,983.3,75000,-1,2.2,230,108.0,189.4,0.38,39.08,50.92,238.15,2021-07-10 14:00:00+00:00,50874.35
232,24.1,50,7,1580,3,4800,7,6340,7,,,13.0,4.1,0.0,,1013.6,982.5,64560,-1,1.4,170,116.8,193.5,0.55,47.93,42.07,253.78,2021-07-10 15:00:00+00:00,51802.51
233,22.8,55,7,1860,5,4710,7,5260,7,,,13.4,5.3,0.0,0,1013.0,981.8,66630,-1,2.7,140,81.6,114.7,0.23,57.46,32.54,266.51,2021-07-10 16:00:00+00:00,33888.94
234,21.7,61,7,1820,3,2500,4,3090,7,,,13.9,5.5,0.0,6,1012.8,981.5,55500,123,2.0,160,25.6,29.0,0.0,67.13,22.87,277.79,2021-07-10 17:00:00+00:00,17042.99
235,18.7,78,7,1820,3,2160,4,2600,7,,,14.8,4.0,0.3,,1013.7,982.1,31490,161,2.8,330,9.0,9.9,0.0,76.53,13.47,288.53,2021-07-10 18:00:00+00:00,2994.96
236,16.6,87,7,80,1,1970,3,2670,7,,,14.4,9.9,0.5,6,1015.4,983.5,22600,161,4.3,230,4.9,5.4,0.0,85.28,4.72,299.38,2021-07-10 19:00:00+00:00,1518.18
237,16.4,89,8,2770,7,3940,8,4660,8,,,14.7,2.3,0.0,6,1015.2,983.3,48710,123,0.8,140,1.8,1.9,0.0,93.38,-3.38,310.79,2021-07-10 20:00:00+00:00,662.93
238,15.8,96,7,3100,2,3770,4,4830,7,,,15.1,1.7,0.0,,1015.8,983.8,20170,100,1.1,260,0.0,0.0,0.0,100.0,-10.0,323.09,2021-07-10 21:00:00+00:00,0.0
239,15.5,97,7,70,1,560,7,6570,7,,,15.0,3.9,0.0,0,1015.9,983.9,12540,-1,1.8,220,0.0,0.0,0.0,104.89,-14.89,336.4,2021-07-10 22:00:00+00:00,0.0
240,14.7,98,4,90,2,6520,4,,,,,14.3,4.4,0.0,0,1016.3,984.2,15250,-1,2.6,220,0.0,0.0,0.0,107.65,-17.65,350.59,2021-07-10 23:00:00+00:00,0.0
241,14.2,98,7,310,2,6570,7,7760,7,,,13.9,4.0,0.0,,1016.5,984.3,13860,100,2.5,230,0.0,0.0,0.0,108.02,-18.02,5.18,2021-07-11 00:00:00+00:00,0.0
242,14.0,98,7,170,5,7730,7,,,,,13.7,4.4,0.0,0,1016.6,984.4,5910,110,2.4,230,0.0,0.0,0.0,105.95,-15.95,19.55,2021-07-11 01:00:00+00:00,0.0
243,13.9,98,8,60,7,160,8,,,,,13.6,4.4,0.0,0,1016.9,984.7,8640,100,2.7,240,0.0,0.0,0.0,101.65,-11.65,33.15,2021-07-11 02:00:00+00:00,0.0
244,13.6,97,8,80,8,,,,,,,13.2,5.0,0.0,,1017.1,984.8,15490,100,2.8,250,0.0,0.0,0.0,95.49,-5.49,45.76,2021-07-11 03:00:00+00:00,0.0
245,13.9,95,8,180,8,,,,,,,13.1,6.6,0.0,0,1017.5,985.2,13440,-1,3.5,260,0.3,0.3,0.0,87.64,2.36,57.41,2021-07-11 04:00:00+00:00,15.11
246,14.0,88,8,270,8,,,,,,,12.1,3.7,0.0,0,1017.7,985.4,42420,-1,1.9,270,2.7,3.2,0.0,79.21,10.79,68.39,2021-07-11 05:00:00+00:00,794.85
247,14.3,89,7,280,3,480,7,,,,,12.5,3.5,0.0,,1017.6,985.4,50490,100,1.5,280,21.4,25.8,0.05,69.95,20.05,79.12,2021-07-11 06:00:00+00:00,10889.56
248,15.6,82,0,,,,,,,,,12.5,4.6,0.0,0,1017.8,985.7,45640,-1,2.5,220,47.8,114.6,0.77,60.34,29.66,90.17,2021-07-11 07:00:00+00:00,48817.55
249,16.8,76,3,500,3,,,,,,,12.6,4.9,0.0,0,1017.8,985.8,45390,-1,2.8,220,70.4,147.2,0.62,50.73,39.27,102.38,2021-07-11 08:00:00+00:00,58624.63
250,18.9,65,3,650,3,,,,,,,12.3,4.7,0.0,,1017.4,985.7,52790,-1,2.0,250,49.0,257.7,1.0,41.62,48.38,116.99,2021-07-11 09:00:00+00:00,95843.6
251,19.1,65,7,880,5,1140,6,1470,7,,,12.5,6.4,0.0,0,1017.6,985.9,70000,-1,2.7,230,83.7,259.9,0.8,33.82,56.18,135.92,2021-07-11 10:00:00+00:00,84046.18
252,19.8,67,7,1020,1,1670,7,,,,,13.5,6.4,0.0,0,1017.4,985.8,50820,-1,3.3,240,105.8,196.1,0.37,28.72,61.28,161.04,2021-07-11 11:00:00+00:00,69144.22
253,19.4,67,7,850,2,2010,5,2460,7,,,13.2,6.6,0.0,,1017.4,985.7,45540,-1,3.1,240,111.2,184.9,0.38,28.0,62.0,190.51,2021-07-11 12:00:00+00:00,33363.33
254,19.1,64,8,1460,1,2080,8,,,,,12.3,5.7,0.0,0,1017.3,985.6,45470,-1,2.7,270,61.9,69.4,0.0,31.98,58.02,217.38,2021-07-11 13:00:00+00:00,32326.85
255,20.8,62,4,2090,1,2570,4,,,,,13.4,2.8,0.0,0,1016.7,985.2,44680,-1,1.4,200,106.0,123.5,0.0,39.17,50.83,237.99,2021-07-11 14:00:00+00:00,45404.47
256,22.0,53,5,2680,5,,,,,,,11.9,2.9,0.0,,1016.0,984.6,49190,-1,1.1,100,94.7,225.3,0.85,48.01,41.99,253.63,2021-07-11 15:00:00+00:00,80722.35
257,23.3,51,7,1290,2,2710,7,,,,,12.5,3.4,0.0,0,1015.3,984.1,64460,-1,1.4,220,88.9,216.3,0.84,57.54,32.46,266.37,2021-07-11 16:00:00+00:00,59132.48
258,21.6,61,4,1230,3,2580,4,,,,,13.7,3.8,0.0,0,1015.0,983.7,72300,-1,1.7,190,57.9,82.6,0.28,67.2,22.8,277.66,2021-07-11 17:00:00+00:00,20391.18
